No.,Study,MAG,Size_bp,Domain,Phylum,Class,Order,Family,Genus,Species,Completeness,Contamination
11514,SMGC,SMGC_4207,41215,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,68.66,0
11515,SMGC,SMGC_4208,5753,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,12.36,0
11516,SMGC,SMGC_4209,6680,d__Virus,NA,NA,NA,NA,NA,NA,0.52,0
11517,SMGC,SMGC_4210,8828,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,21.36,0
11518,SMGC,SMGC_4211,7210,d__Virus,NA,NA,o__Caudovirales,f__Unassigned,NA,NA,2.41,0
11519,SMGC,SMGC_4212,56644,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,99.91,0
11520,SMGC,SMGC_4213,5472,d__Virus,NA,NA,NA,NA,NA,NA,0.44,0
11521,SMGC,SMGC_4214,38652,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
11522,SMGC,SMGC_4215,6349,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,16.68,0
11523,SMGC,SMGC_4216,44551,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,25.26,0
11524,SMGC,SMGC_4217,6419,d__Virus,NA,NA,NA,NA,NA,NA,13.82,0
11525,SMGC,SMGC_4218,17088,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
11526,SMGC,SMGC_4219_1,11575,d__Virus,NA,NA,o__no_order_Totiviridae,f__Totiviridae,NA,NA,100,0
11527,SMGC,SMGC_4221,195452,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
11528,SMGC,SMGC_4222,6080,d__Virus,NA,NA,NA,NA,NA,NA,9.48,0
11529,SMGC,SMGC_4223,6769,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,13.84,0
11530,SMGC,SMGC_4224,7355,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,11.27,0
11531,SMGC,SMGC_4225,18476,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,52.06,0
11532,SMGC,SMGC_4226,40328,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
11533,SMGC,SMGC_4227,22188,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,53.68,0
11534,SMGC,SMGC_4228,5593,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,16.31,0
11535,SMGC,SMGC_4229,13599,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,22.57,0
11536,SMGC,SMGC_4230,37732,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
11537,SMGC,SMGC_4231,380927,d__Virus,NA,NA,o__no_order_Phycodnaviridae,f__Phycodnaviridae,NA,NA,64.05,0
11538,SMGC,SMGC_4232,5612,d__Virus,NA,NA,NA,NA,NA,NA,2.49,0
11539,SMGC,SMGC_4233,24094,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,55.06,0
11540,SMGC,SMGC_4234,5488,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,12.61,0
11541,SMGC,SMGC_4235,32094,d__Virus,NA,NA,o__Caudovirales,f__Unassigned,NA,NA,19.62,0
11542,SMGC,SMGC_4237,12570,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,28.47,0
11543,SMGC,SMGC_4238,23807,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,55.79,0
11544,SMGC,SMGC_4239,8239,d__Virus,NA,NA,o__Caudovirales,f__Unassigned,NA,NA,18.32,0
11545,SMGC,SMGC_4240,6031,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,14.02,0
11546,SMGC,SMGC_4241,22297,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,50.28,0
11547,SMGC,SMGC_4242,5453,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,12.72,0
11548,SMGC,SMGC_4244,14981,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,23.79,0
11549,SMGC,SMGC_4245,5107,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,5.09,0
11550,SMGC,SMGC_4246,5308,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,3.52,0
11551,SMGC,SMGC_4248,19054,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,54.57,0
11552,SMGC,SMGC_4249,9190,d__Virus,NA,NA,NA,NA,NA,NA,3.09,0
11553,SMGC,SMGC_4250,93769,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,100,0
11554,SMGC,SMGC_4252,20365,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,9.16,0
11555,SMGC,SMGC_4253,24870,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,21.24,0
11556,SMGC,SMGC_4254,27218,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,9.79,0
11557,SMGC,SMGC_4255,35850,d__Virus,NA,NA,o__Caudovirales,f__Podoviridae,NA,NA,100,0
11558,SMGC,SMGC_4256,15531,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,27.43,0
11559,SMGC,SMGC_4257,10058,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,20.07,0
11560,SMGC,SMGC_4258,7255,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,20.81,0
11561,SMGC,SMGC_4259,44317,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,95.91,0
11562,SMGC,SMGC_4260,14853,d__Virus,NA,NA,o__Caudovirales,f__Podoviridae,NA,NA,31.07,0
11563,SMGC,SMGC_4261,5611,d__Virus,NA,NA,o__Caudovirales,f__Unassigned,NA,NA,5.77,0
11564,SMGC,SMGC_4262,5596,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,13.14,0
11565,SMGC,SMGC_4264,5488,d__Virus,NA,NA,NA,NA,NA,NA,78.95,0
11566,SMGC,SMGC_4265,10101,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,8.08,0
11567,SMGC,SMGC_4267,5061,d__Virus,NA,NA,NA,NA,NA,NA,100,0
11568,SMGC,SMGC_4270,10111,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,23.66,0
11569,SMGC,SMGC_4271,12967,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,30,0
11570,SMGC,SMGC_4272,22835,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,63.72,0
11571,SMGC,SMGC_4273,359681,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
11572,SMGC,SMGC_4274_1,29643,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,68.81,0
11573,SMGC,SMGC_4275,8761,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,19.7,0
11574,SMGC,SMGC_4276,13828,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,32.45,0
11575,SMGC,SMGC_4277_1,8972,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,29.84,0
11576,SMGC,SMGC_4278,5984,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,13.81,0
11577,SMGC,SMGC_4279,12138,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,19.43,0
11578,SMGC,SMGC_4280,5942,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,13.72,0
11579,SMGC,SMGC_4281,36885,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,18.81,0
11580,SMGC,SMGC_4282,27842,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,55.26,0
11581,SMGC,SMGC_4283,11250,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,23.16,0
11582,SMGC,SMGC_4284,8897,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,19.1,0
11583,SMGC,SMGC_4285,5182,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,12.11,0
11584,SMGC,SMGC_4286,10973,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,26.92,0
11585,SMGC,SMGC_4287,5465,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,12.6,0
11586,SMGC,SMGC_4288,9945,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,23.08,0
11587,SMGC,SMGC_4289,7183,d__Virus,NA,NA,o__no_order_Papillomaviridae,f__Papillomaviridae,NA,NA,100,0
11588,SMGC,SMGC_4290,7279,d__Virus,NA,NA,o__no_order_Papillomaviridae,f__Papillomaviridae,NA,NA,100,0
11589,SMGC,SMGC_4291,5147,d__Virus,NA,NA,NA,NA,NA,NA,14.85,0
11590,SMGC,SMGC_4292,10173,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,21.74,0
11591,SMGC,SMGC_4293,10698,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,30.87,0
11592,SMGC,SMGC_4294,17579,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,47.99,0
11593,SMGC,SMGC_4295,27354,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,61.67,0
11594,SMGC,SMGC_4296,14917,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
11595,SMGC,SMGC_4297,11598,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,25.1,0
11596,SMGC,SMGC_4298,8672,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,8.09,0
11597,SMGC,SMGC_4299,5282,d__Virus,NA,NA,NA,NA,NA,NA,2.82,0
11598,SMGC,SMGC_4302,11383,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,24.51,0
11599,SMGC,SMGC_4304,30311,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,72.74,0
11600,SMGC,SMGC_4305,11617,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,25.5,0
11601,SMGC,SMGC_4306,5199,d__Virus,NA,NA,o__Caudovirales,f__Podoviridae,NA,NA,7,0
11602,SMGC,SMGC_4307,24687,d__Virus,NA,NA,o__Caudovirales,f__Podoviridae,NA,NA,33.35,0
11603,SMGC,SMGC_4308,7279,d__Virus,NA,NA,o__no_order_Papillomaviridae,f__Papillomaviridae,NA,NA,100,0
11604,SMGC,SMGC_4309,5524,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,6.14,0
11605,SMGC,SMGC_4310,20637,d__Virus,NA,NA,o__Caudovirales,f__Podoviridae,NA,NA,27.87,0
11606,SMGC,SMGC_4311,6935,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,20.01,0
11607,SMGC,SMGC_4312,22483,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,47.68,0
11608,SMGC,SMGC_4313_1,20217,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,45.63,0
11609,SMGC,SMGC_4314,6727,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,14.59,0
11610,SMGC,SMGC_4315,50910,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,99.63,0
11611,SMGC,SMGC_4316,7484,d__Virus,NA,NA,o__no_order_Papillomaviridae,f__Papillomaviridae,NA,NA,100,0
11612,SMGC,SMGC_4317,7405,d__Virus,NA,NA,o__no_order_Papillomaviridae,f__Papillomaviridae,NA,NA,100,0
11613,SMGC,SMGC_4318,7448,d__Virus,NA,NA,o__no_order_Papillomaviridae,f__Papillomaviridae,NA,NA,100,0
11614,SMGC,SMGC_4319,13145,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,30.9,0
11615,SMGC,SMGC_4320,12858,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,28.64,0
11616,SMGC,SMGC_4322,5809,d__Virus,NA,NA,o__Caudovirales,f__Unassigned,NA,NA,16.35,0
11617,SMGC,SMGC_4323,7323,d__Virus,NA,NA,o__no_order_Papillomaviridae,f__Papillomaviridae,NA,NA,100,0
11618,SMGC,SMGC_4324,7405,d__Virus,NA,NA,o__no_order_Papillomaviridae,f__Papillomaviridae,NA,NA,100,0
11619,SMGC,SMGC_4325,7358,d__Virus,NA,NA,o__no_order_Papillomaviridae,f__Papillomaviridae,NA,NA,100,0
11620,SMGC,SMGC_4327,7534,d__Virus,NA,NA,o__no_order_Papillomaviridae,f__Papillomaviridae,NA,NA,100,0
11621,SMGC,SMGC_4328,6225,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,6.84,0
11622,SMGC,SMGC_4329,10583,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,35.95,0
11623,SMGC,SMGC_4330,6993,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,23.76,0
11624,SMGC,SMGC_4331,9422,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,18.23,0
11625,SMGC,SMGC_4332_1,42337,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
11626,SMGC,SMGC_4333,9913,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,20.28,0
11627,SMGC,SMGC_4334,8641,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,20.04,0
11628,SMGC,SMGC_4335,20485,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,45.38,0
11629,SMGC,SMGC_4337,15813,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
11630,SMGC,SMGC_4339,38900,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,99.54,0
11631,SMGC,SMGC_4341,9717,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,7.9,0
11632,SMGC,SMGC_4342,7488,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,13.84,0
11633,SMGC,SMGC_4343,7953,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,18.02,0
11634,SMGC,SMGC_4344,8002,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,17.6,0
11635,SMGC,SMGC_4345,7933,d__Virus,NA,NA,o__Caudovirales,f__Podoviridae,NA,NA,22.35,0
11636,SMGC,SMGC_4346,5839,d__Virus,NA,NA,NA,NA,NA,NA,5.2,0
11637,SMGC,SMGC_4348,12231,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,20.41,0
11638,SMGC,SMGC_4349,7469,d__Virus,NA,NA,o__no_order_Papillomaviridae,f__Papillomaviridae,NA,NA,100,0
11639,SMGC,SMGC_4350,7430,d__Virus,NA,NA,o__no_order_Papillomaviridae,f__Papillomaviridae,NA,NA,100,0
11640,SMGC,SMGC_4352,7241,d__Virus,NA,NA,o__no_order_Papillomaviridae,f__Papillomaviridae,NA,NA,100,0
11641,SMGC,SMGC_4353,5755,d__Virus,NA,NA,NA,NA,NA,NA,5.64,0
11642,SMGC,SMGC_4354,6178,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,9.31,0
11643,SMGC,SMGC_4355,11244,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,73.46,0
11644,SMGC,SMGC_4356,14068,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,91.55,0
11645,SMGC,SMGC_4357,135096,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,100,0
11646,SMGC,SMGC_4358,7202,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,16.46,0
11647,SMGC,SMGC_4359,7086,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,16.4,0
11648,SMGC,SMGC_4360,7477,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,20.19,0
11649,SMGC,SMGC_4361,6551,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,12.84,0
11650,SMGC,SMGC_4362,31639,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,72.92,0
11651,SMGC,SMGC_4363,7427,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,12.35,0
11652,SMGC,SMGC_4364,6935,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,15.39,0
11653,SMGC,SMGC_4365,41705,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,95.73,0
11654,SMGC,SMGC_4366,5280,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,12.32,0
11655,SMGC,SMGC_4369,16573,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,24,0
11656,SMGC,SMGC_4370,10500,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,22.13,0
11657,SMGC,SMGC_4372,15035,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,25.1,0
11658,SMGC,SMGC_4375,18484,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,43.6,0
11659,SMGC,SMGC_4376,11996,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,25.44,0
11660,SMGC,SMGC_4377,7652,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,22.07,0
11661,SMGC,SMGC_4382,8243,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,13.94,0
11662,SMGC,SMGC_4384,5891,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,12.2,0
11663,SMGC,SMGC_4385,5075,d__Virus,NA,NA,o__Caudovirales,f__Unassigned,NA,NA,14.77,0
11664,SMGC,SMGC_4387,7625,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,16.69,0
11665,SMGC,SMGC_4388,6144,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,10.26,0
11666,SMGC,SMGC_4390,11082,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,29.92,0
11667,SMGC,SMGC_4391,8370,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,20.56,0
11668,SMGC,SMGC_4394,8391,d__Virus,NA,NA,NA,NA,NA,NA,100,0
11669,SMGC,SMGC_4396,7126,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,11.9,0
11670,SMGC,SMGC_4397,7390,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,15.58,0
11671,SMGC,SMGC_4401,10232,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,23.14,0
11672,SMGC,SMGC_4402,8838,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,21.23,0
11673,SMGC,SMGC_4403_1,8975,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,23.84,0
11674,SMGC,SMGC_4404,13902,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,29.68,0
11675,SMGC,SMGC_4405,26403,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,51.27,0
11676,SMGC,SMGC_4406,42907,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,97.56,0
11677,SMGC,SMGC_4407,10765,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,18.22,0
11678,SMGC,SMGC_4408,17338,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,7.75,0
11679,SMGC,SMGC_4410,11416,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,9.89,0
11680,SMGC,SMGC_4412,11297,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,14.07,0
11681,SMGC,SMGC_4413,15072,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,51.19,0
11682,SMGC,SMGC_4414,28571,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,63.83,0
11683,SMGC,SMGC_4415,18390,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,42.57,0
11684,SMGC,SMGC_4416,9671,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,31.5,0
11685,SMGC,SMGC_4417,8296,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,13.63,0
11686,SMGC,SMGC_4418,5767,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,13.51,0
11687,SMGC,SMGC_4419,41705,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,95.73,0
11688,SMGC,SMGC_4420,47088,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,92.6,0
11689,SMGC,SMGC_4421,8790,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,20.39,0
11690,SMGC,SMGC_4422,9767,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,12.29,0
11691,SMGC,SMGC_4423,41229,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,95.86,0
11692,SMGC,SMGC_4424,140974,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,99.68,0
11693,SMGC,SMGC_4425,6178,d__Virus,NA,NA,NA,NA,NA,NA,3.03,0
11694,SMGC,SMGC_4426,31195,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,70.42,0
11695,SMGC,SMGC_4427,5048,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,3.57,0
11696,SMGC,SMGC_4428,42907,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,97.57,0
11697,SMGC,SMGC_4429,19830,d__Virus,NA,NA,NA,NA,NA,NA,29.04,0
11698,SMGC,SMGC_4430,16850,d__Virus,NA,NA,o__Caudovirales,f__Podoviridae,NA,NA,92.97,0
11699,SMGC,SMGC_4431,35933,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,91.83,0
11700,SMGC,SMGC_4432,11822,d__Virus,NA,NA,NA,NA,NA,NA,7.21,0
11701,SMGC,SMGC_4433,12558,d__Virus,NA,NA,NA,NA,NA,NA,8.41,0
11702,SMGC,SMGC_4434,18551,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,12.08,0
11703,SMGC,SMGC_4435,20950,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,52.39,0
11704,SMGC,SMGC_4436,11584,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,23.18,0
11705,SMGC,SMGC_4437,6283,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,16.96,0
11706,SMGC,SMGC_4438,6318,d__Virus,NA,NA,NA,NA,NA,NA,6.59,0
11707,SMGC,SMGC_4439_1,6876,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,15.95,0
11708,SMGC,SMGC_4440,6831,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,15.93,0
11709,SMGC,SMGC_4441,22108,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,15.76,0
11710,SMGC,SMGC_4444,23398,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,47.86,0
11711,SMGC,SMGC_4445,5669,d__Virus,NA,NA,o__Caudovirales,f__Unassigned,NA,NA,3.53,0
11712,SMGC,SMGC_4446,7223,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,16.8,0
11713,SMGC,SMGC_4447,24144,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,63.49,0
11714,SMGC,SMGC_4448,5231,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,11.54,0
11715,SMGC,SMGC_4449,8945,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,2.47,0
11716,SMGC,SMGC_4450,9448,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,24.83,0
11717,SMGC,SMGC_4451,6698,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,9.98,0
11718,SMGC,SMGC_4452,7716,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,18.02,0
11719,SMGC,SMGC_4453,5270,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,1.48,0
11720,SMGC,SMGC_4454,5875,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,6.57,0
11721,SMGC,SMGC_4455,10629,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,30.39,0
11722,SMGC,SMGC_4456,6661,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,12.64,0
11723,SMGC,SMGC_4457,20949,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,61.29,0
11724,SMGC,SMGC_4458,5164,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,12.74,0
11725,SMGC,SMGC_4459,7086,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,15.81,0
11726,SMGC,SMGC_4460,8076,d__Virus,NA,NA,NA,NA,NA,NA,10.66,0
11727,SMGC,SMGC_4461,45108,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,87.28,0
11728,SMGC,SMGC_4462,9767,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,12.29,0
11729,SMGC,SMGC_4463,12193,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,32.53,0
11730,SMGC,SMGC_4464,16736,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,34.12,0
11731,SMGC,SMGC_4465,6476,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,44.95,0
11732,SMGC,SMGC_4466,5471,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,12.06,0
11733,SMGC,SMGC_4467,27294,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,52.86,0
11734,SMGC,SMGC_4469,5701,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,13.37,0
11735,SMGC,SMGC_4470,24851,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,55.99,0
11736,SMGC,SMGC_4471,8539,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,20.42,0
11737,SMGC,SMGC_4472,16162,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,36.38,0
11738,SMGC,SMGC_4473,37186,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,92.28,0
11739,SMGC,SMGC_4474,8181,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,19.25,0
11740,SMGC,SMGC_4475,9953,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,18.95,0
11741,SMGC,SMGC_4476,10640,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,20.24,0
